Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Essendon,5/23 Daisy St,2,u,411000.0,S,Nelson,12/11/2016,8.0,3040.0,2.0,1.0,1.0,0.0,,,Moonee Valley,-377.547,1.449.107,Western Metropolitan,9264.0
Essendon,74 Forrester St,4,h,1275000.0,S,Brad,12/11/2016,8.0,3040.0,4.0,2.0,2.0,503.0,160.0,2008.0,Moonee Valley,-377.513,1.448.925,Western Metropolitan,9264.0
Essendon,40 Hoddle St,5,h,1800000.0,PI,Jellis,12/11/2016,8.0,3040.0,5.0,2.0,2.0,611.0,,,Moonee Valley,-377.527,1.449.237,Western Metropolitan,9264.0
Essendon,125a Ogilvie St,4,h,1590000.0,S,Nelson,12/11/2016,8.0,3040.0,4.0,3.0,1.0,475.0,272.0,2007.0,Moonee Valley,-377.418,1.448.938,Western Metropolitan,9264.0
Essendon,4/6 Riverview Rd,2,u,606000.0,S,McDonald,12/11/2016,8.0,3040.0,2.0,1.0,2.0,0.0,93.0,1972.0,Moonee Valley,-377.598,1.449.128,Western Metropolitan,9264.0
Essendon,18 Vanberg Rd,3,h,1385000.0,S,McDonald,12/11/2016,8.0,3040.0,3.0,2.0,1.0,619.0,137.0,1930.0,Moonee Valley,-377.543,1.449.318,Western Metropolitan,9264.0
Essendon,159 Cooper St,3,t,650000.0,S,Barry,13/08/2016,8.0,3040.0,3.0,2.0,1.0,160.0,129.0,1985.0,Moonee Valley,-377.403,1.448.989,Western Metropolitan,9264.0
Essendon,5/322 Buckley St,2,u,460000.0,S,Nelson,14/05/2016,8.0,3040.0,2.0,1.0,1.0,0.0,72.0,1960.0,Moonee Valley,-377.545,1.448.964,Western Metropolitan,9264.0
Essendon,54 Ogilvie St,3,t,1000000.0,VB,Brad,14/05/2016,8.0,3040.0,3.0,2.0,1.0,291.0,224.0,2013.0,Moonee Valley,-377.499,1.448.927,Western Metropolitan,9264.0
Essendon,38 Vanberg Rd,3,h,980000.0,S,Nelson,14/05/2016,8.0,3040.0,3.0,1.0,1.0,464.0,,,Moonee Valley,-377.545,1.449.332,Western Metropolitan,9264.0
Essendon,2/16 Braemar St,2,u,520000.0,VB,Barry,15/10/2016,8.0,3040.0,2.0,1.0,2.0,0.0,73.0,1975.0,Moonee Valley,-377.486,1.449.072,Western Metropolitan,9264.0
Essendon,3/134 Cooper St,2,u,585000.0,VB,Nelson,15/10/2016,8.0,3040.0,2.0,1.0,1.0,160.0,,,Moonee Valley,-377.421,1.448.995,Western Metropolitan,9264.0
Essendon,90 Cooper St,4,h,1295000.0,S,Nelson,15/10/2016,8.0,3040.0,4.0,2.0,2.0,696.0,,,Moonee Valley,-377.465,1.448.983,Western Metropolitan,9264.0
Essendon,124c Hoffmans Rd,3,t,720000.0,S,Frank,15/10/2016,8.0,3040.0,3.0,1.0,2.0,190.0,142.0,1999.0,Moonee Valley,-377.418,1.448.918,Western Metropolitan,9264.0
Essendon,2/57 Lincoln Rd,2,h,732500.0,S,Nelson,15/10/2016,8.0,3040.0,2.0,1.0,1.0,196.0,,,Moonee Valley,-377.515,1.449.084,Western Metropolitan,9264.0
Essendon,33 McCarron Pde,4,h,1635000.0,VB,Nelson,15/10/2016,8.0,3040.0,4.0,1.0,2.0,638.0,227.0,1900.0,Moonee Valley,-377.523,1.449.052,Western Metropolitan,9264.0
Essendon,13/947 Mt Alexander Rd,2,u,485000.0,SP,Pagan,15/10/2016,8.0,3040.0,2.0,1.0,1.0,0.0,73.0,2010.0,Moonee Valley,-377.504,1.449.138,Western Metropolitan,9264.0
Essendon,108 Ogilvie St,3,h,980000.0,S,Brad,15/10/2016,8.0,3040.0,3.0,1.0,3.0,503.0,,,Moonee Valley,-377.463,1.448.934,Western Metropolitan,9264.0
Essendon,1/48 Spencer St,3,u,840000.0,S,Nelson,15/10/2016,8.0,3040.0,3.0,2.0,2.0,282.0,,,Moonee Valley,-377.468,1.449.051,Western Metropolitan,9264.0
Essendon,130 Tennyson St,2,h,1001000.0,S,Jellis,15/10/2016,8.0,3040.0,2.0,1.0,2.0,244.0,,1915.0,Moonee Valley,-377.543,1.449.307,Western Metropolitan,9264.0
Essendon,26a Violet St,3,u,891000.0,S,Brad,15/10/2016,8.0,3040.0,3.0,2.0,1.0,0.0,,,Moonee Valley,-377.546,1.449.134,Western Metropolitan,9264.0
Essendon,9a Ballater St,2,u,800000.0,S,Paul,16/04/2016,8.0,3040.0,2.0,1.0,2.0,502.0,,,Moonee Valley,-377.498,1.449.048,Western Metropolitan,9264.0
Essendon,2 Cooke St,5,h,1575000.0,PI,Brad,16/04/2016,8.0,3040.0,5.0,3.0,2.0,700.0,454.0,1988.0,Moonee Valley,-377.461,1.449.173,Western Metropolitan,9264.0
Essendon,9/160 Napier St,1,u,280000.0,SP,Pagan,16/04/2016,8.0,3040.0,1.0,1.0,1.0,0.0,49.0,1960.0,Moonee Valley,-377.475,1.449.194,Western Metropolitan,9264.0
Essendon,211 Napier St,4,h,1467000.0,S,Brad,16/04/2016,8.0,3040.0,3.0,2.0,1.0,683.0,145.0,1920.0,Moonee Valley,-377.439,1.449.195,Western Metropolitan,9264.0
Essendon,11 Raleigh St,3,h,770000.0,S,Brad,16/04/2016,8.0,3040.0,3.0,1.0,0.0,438.0,,,Moonee Valley,-37.754,14.492.600.000.000.000,Western Metropolitan,9264.0
Essendon,15/18 Raleigh St,2,u,446000.0,S,Nelson,16/04/2016,8.0,3040.0,2.0,1.0,1.0,0.0,,,Moonee Valley,-377.534,1.449.242,Western Metropolitan,9264.0
Essendon,20 Warner St,2,h,890000.0,PI,Nelson,16/04/2016,8.0,3040.0,2.0,1.0,1.0,649.0,108.0,1950.0,Moonee Valley,-377.445,1.449.133,Western Metropolitan,9264.0
Essendon,11 McPhail St,2,h,870000.0,PI,Nelson,16/07/2016,8.0,3040.0,3.0,1.0,2.0,319.0,120.0,1920.0,Moonee Valley,-377.555,1.449.118,Western Metropolitan,9264.0
Essendon,105 Ogilvie St,4,h,1500000.0,S,Nelson,16/07/2016,8.0,3040.0,4.0,2.0,2.0,858.0,,,Moonee Valley,-377.442,1.448.934,Western Metropolitan,9264.0
Essendon,151 Ogilvie St,3,h,1266000.0,S,Brad,16/07/2016,8.0,3040.0,2.0,1.0,2.0,635.0,,,Moonee Valley,-37.74,1.448.941,Western Metropolitan,9264.0
Essendon,49 Albion St,3,h,1134000.0,S,Barry,17/09/2016,8.0,3040.0,3.0,1.0,1.0,551.0,114.0,1950.0,Moonee Valley,-377.571,1.449.335,Western Metropolitan,9264.0
Essendon,5 Ballater St,5,h,1756000.0,S,Frank,17/09/2016,8.0,3040.0,5.0,2.0,5.0,963.0,,,Moonee Valley,-377.501,1.449.048,Western Metropolitan,9264.0
Essendon,3/23 Daisy St,1,u,320500.0,S,Nelson,17/09/2016,8.0,3040.0,1.0,1.0,1.0,0.0,52.0,1970.0,Moonee Valley,-377.547,1.449.107,Western Metropolitan,9264.0
Essendon,3/82 Glass St,2,u,650000.0,S,Nelson,17/09/2016,8.0,3040.0,2.0,1.0,1.0,156.0,,1994.0,Moonee Valley,-37.746,1.449.153,Western Metropolitan,9264.0
Essendon,2 McHale Ct,2,h,1065000.0,VB,Nelson,17/09/2016,8.0,3040.0,2.0,1.0,2.0,477.0,143.0,1960.0,Moonee Valley,-377.503,144.911,Western Metropolitan,9264.0
Essendon,1/139 Roberts St,2,u,667000.0,S,Nelson,17/09/2016,8.0,3040.0,2.0,1.0,1.0,206.0,,,Moonee Valley,-377.426,144.9,Western Metropolitan,9264.0
Essendon,37 Woodland St,4,h,1610000.0,S,Hodges,17/09/2016,8.0,3040.0,4.0,2.0,2.0,601.0,250.0,2010.0,Moonee Valley,-377.434,1.449.256,Western Metropolitan,9264.0
Essendon,131 Bradshaw St,3,h,1695000.0,S,Nelson,18/03/2017,8.0,3040.0,3.0,1.0,3.0,855.0,,,Moonee Valley,-377.432,1.448.947,Western Metropolitan,9264.0
Essendon,24A Daisy St,2,h,930000.0,S,Barry,18/03/2017,8.0,3040.0,2.0,1.0,2.0,225.0,107.0,1990.0,Moonee Valley,-377.548,1.449.113,Western Metropolitan,9264.0
Essendon,18 Hoddle St,4,h,1870000.0,S,Nelson,18/03/2017,8.0,3040.0,4.0,1.0,1.0,700.0,,,Moonee Valley,-37.755,1.449.233,Western Metropolitan,9264.0
Essendon,5/36 King St,2,u,395000.0,SP,Jellis,18/03/2017,8.0,3040.0,2.0,1.0,1.0,0.0,68.0,1975.0,Moonee Valley,-377.461,1.449.058,Western Metropolitan,9264.0
Essendon,79 Lincoln Rd,4,h,1726000.0,S,Nelson,18/03/2017,8.0,3040.0,4.0,2.0,2.0,705.0,,,Moonee Valley,-377.497,1.449.089,Western Metropolitan,9264.0
Essendon,53A Market St,3,h,1050000.0,S,Nelson,18/03/2017,8.0,3040.0,3.0,1.0,1.0,420.0,,,Moonee Valley,-377.441,1.449.041,Western Metropolitan,9264.0
Essendon,101 McCracken St,3,h,1470000.0,S,Nelson,18/03/2017,8.0,3040.0,3.0,1.0,1.0,687.0,120.0,2016.0,Moonee Valley,-377.442,1.449.045,Western Metropolitan,9264.0
Essendon,2/161 Ogilvie St,3,h,801500.0,S,Barry,18/03/2017,8.0,3040.0,3.0,1.0,1.0,175.0,,,Moonee Valley,-377.393,144.894,Western Metropolitan,9264.0
Essendon,1/13 Winifred St,2,u,480000.0,VB,McDonald,18/03/2017,8.0,3040.0,2.0,1.0,1.0,0.0,,2011.0,Moonee Valley,-377.444,1.449.116,Western Metropolitan,9264.0
Essendon,59 Brewster St,3,h,1475000.0,PI,Paul,18/06/2016,8.0,3040.0,3.0,1.0,2.0,388.0,,1910.0,Moonee Valley,-377.508,1.449.163,Western Metropolitan,9264.0
Essendon,1/247 Keilor Rd,3,t,750000.0,VB,Brad,18/06/2016,8.0,3040.0,3.0,1.0,1.0,253.0,145.0,1997.0,Moonee Valley,-377.397,144.898,Western Metropolitan,9264.0
Essendon,3/7 Violet St,2,u,390000.0,VB,Nelson,18/06/2016,8.0,3040.0,2.0,1.0,1.0,0.0,66.0,1970.0,Moonee Valley,-377.554,1.449.127,Western Metropolitan,9264.0
Essendon,4/10 Ardoch St,2,u,453000.0,S,Nelson,19/11/2016,8.0,3040.0,2.0,1.0,1.0,0.0,,,Moonee Valley,-377.494,144.921,Western Metropolitan,9264.0
Essendon,1/16 Leake St,4,u,1170000.0,SP,Barry,19/11/2016,8.0,3040.0,4.0,2.0,2.0,0.0,180.0,2013.0,Moonee Valley,-377.465,144.91,Western Metropolitan,9264.0
Essendon,55 Lincoln Rd,4,h,1600000.0,SP,Brad,19/11/2016,8.0,3040.0,4.0,3.0,1.0,519.0,218.0,1930.0,Moonee Valley,-377.517,1.449.086,Western Metropolitan,9264.0
Essendon,33 McCarron Pde,4,h,1535000.0,SP,Nelson,19/11/2016,8.0,3040.0,4.0,1.0,2.0,638.0,227.0,1900.0,Moonee Valley,-377.523,1.449.052,Western Metropolitan,9264.0
Essendon,22 Wheeler Pl,3,h,1400000.0,SP,Nelson,19/11/2016,8.0,3040.0,3.0,2.0,2.0,383.0,,,Moonee Valley,-377.565,1.449.241,Western Metropolitan,9264.0
Essendon,4/20 William St,2,u,435000.0,S,Nelson,19/11/2016,8.0,3040.0,2.0,1.0,1.0,0.0,66.0,1970.0,Moonee Valley,-377.461,1.449.079,Western Metropolitan,9264.0
Essendon,7/18 Raleigh St,2,u,457000.0,S,Barry,22/08/2016,8.0,3040.0,2.0,1.0,1.0,0.0,,,Moonee Valley,-377.534,1.449.242,Western Metropolitan,9264.0
Essendon,22 Tweedside St,3,h,1460000.0,S,Paul,22/08/2016,8.0,3040.0,3.0,2.0,1.0,605.0,138.0,1920.0,Moonee Valley,-377.546,1.449.042,Western Metropolitan,9264.0
Essendon,1/15 Gilbertson St,2,u,736000.0,S,Nelson,23/04/2016,8.0,3040.0,2.0,1.0,1.0,0.0,106.0,1940.0,Moonee Valley,-377.412,1.448.974,Western Metropolitan,9264.0
Essendon,3/136 Hoffmans Rd,2,u,405000.0,S,Nelson,24/09/2016,8.0,3040.0,2.0,1.0,1.0,121.0,,1970.0,Moonee Valley,-377.401,1.448.923,Western Metropolitan,9264.0
Essendon,5/12 Schofield St,2,u,450000.0,SP,Brad,24/09/2016,8.0,3040.0,2.0,1.0,1.0,0.0,65.0,1970.0,Moonee Valley,-37.745,144.915,Western Metropolitan,9264.0
Essendon,1/35 William St,2,u,740000.0,S,Nelson,24/09/2016,8.0,3040.0,2.0,1.0,1.0,250.0,104.0,1988.0,Moonee Valley,-377.457,1.449.061,Western Metropolitan,9264.0
Essendon,1/19 Cameron Rd,2,u,691000.0,SP,Brad,25/02/2017,8.0,3040.0,2.0,1.0,1.0,201.0,80.0,1995.0,Moonee Valley,-377.454,144.928,Western Metropolitan,9264.0
Essendon,8/19 Fletcher St,2,u,370000.0,VB,Rendina,25/02/2017,8.0,3040.0,2.0,1.0,0.0,0.0,,,Moonee Valley,-377.558,1.449.233,Western Metropolitan,9264.0
Essendon,18 Lorraine St,4,h,2355000.0,S,McDonald,25/02/2017,8.0,3040.0,4.0,2.0,3.0,715.0,273.0,1920.0,Moonee Valley,-377.582,1.449.128,Western Metropolitan,9264.0
Essendon,23 MacKay St,2,h,1255000.0,S,Brad,25/02/2017,8.0,3040.0,2.0,1.0,1.0,0.0,,,Moonee Valley,-377.488,1.449.165,Western Metropolitan,9264.0
Essendon,154 Spencer St,4,h,1560000.0,S,Barry,25/02/2017,8.0,3040.0,4.0,1.0,2.0,650.0,,1950.0,Moonee Valley,-377.452,1.448.941,Western Metropolitan,9264.0
Essendon,8 Buckley St,3,h,1330000.0,S,Barry,26/07/2016,8.0,3040.0,3.0,1.0,4.0,687.0,,,Moonee Valley,-377.585,1.449.316,Western Metropolitan,9264.0
Essendon,31 Graves St,3,h,1625000.0,S,Nelson,26/07/2016,8.0,3040.0,3.0,2.0,1.0,858.0,165.0,1938.0,Moonee Valley,-377.417,1.448.961,Western Metropolitan,9264.0
Essendon,7 Hilda St,3,h,1150000.0,S,Paul,26/07/2016,8.0,3040.0,3.0,1.0,0.0,300.0,145.0,1900.0,Moonee Valley,-377.548,1.449.315,Western Metropolitan,9264.0
Essendon,47 Hoddle St,3,h,1085000.0,S,Barry,27/06/2016,8.0,3040.0,3.0,1.0,1.0,325.0,,,Moonee Valley,-377.525,1.449.232,Western Metropolitan,9264.0
Essendon,9 Mountain St,6,h,1800000.0,VB,Joe,27/06/2016,8.0,3040.0,7.0,2.0,2.0,870.0,,,Moonee Valley,-377.517,1.449.018,Western Metropolitan,9264.0
Essendon,8/30 Nicholson St,2,u,360000.0,VB,Nelson,27/06/2016,8.0,3040.0,2.0,1.0,1.0,0.0,68.0,1970.0,Moonee Valley,-37.754,1.449.209,Western Metropolitan,9264.0
Essendon,2/67 Nimmo St,2,u,645000.0,SP,Nelson,27/06/2016,8.0,3040.0,2.0,1.0,1.0,170.0,88.0,1994.0,Moonee Valley,-377.475,1.448.959,Western Metropolitan,9264.0
Essendon,8/15 Shaftesbury St,1,u,250000.0,VB,Brad,27/06/2016,8.0,3040.0,1.0,1.0,1.0,0.0,125.0,1970.0,Moonee Valley,-377.523,1.449.221,Western Metropolitan,9264.0
Essendon,16 Cliff St,3,h,1630000.0,S,Nelson,27/11/2016,8.0,3040.0,3.0,2.0,2.0,563.0,,,Moonee Valley,-377.579,1.449.114,Western Metropolitan,9264.0
Essendon,10 Deakin St,3,h,850000.0,PI,Hodges,27/11/2016,8.0,3040.0,3.0,2.0,1.0,580.0,,,Moonee Valley,-37.753,144.891,Western Metropolitan,9264.0
Essendon,2/7 Graves St,3,u,872000.0,S,Nelson,27/11/2016,8.0,3040.0,3.0,1.0,1.0,862.0,135.0,1970.0,Moonee Valley,-377.399,1.448.964,Western Metropolitan,9264.0
Essendon,71A Price St,3,t,935000.0,PI,Alexkarbon,27/11/2016,8.0,3040.0,3.0,2.0,2.0,247.0,,,Moonee Valley,-377.462,1.448.949,Western Metropolitan,9264.0
Essendon,1/1 Thomson St,2,u,630000.0,S,Nelson,27/11/2016,8.0,3040.0,2.0,1.0,1.0,0.0,83.0,1975.0,Moonee Valley,-377.543,1.449.066,Western Metropolitan,9264.0
Essendon,5/8 Violet St,2,u,440000.0,S,Brad,27/11/2016,8.0,3040.0,2.0,1.0,1.0,1011.0,77.0,1970.0,Moonee Valley,-377.556,1.449.132,Western Metropolitan,9264.0
Essendon,18 Washington St,5,h,1811000.0,S,Nelson,27/11/2016,8.0,3040.0,5.0,3.0,2.0,657.0,284.0,1930.0,Moonee Valley,-377.548,1.449.098,Western Metropolitan,9264.0
Essendon,31 Elder Pde,3,h,1500000.0,PI,Red,28/05/2016,8.0,3040.0,3.0,2.0,3.0,440.0,190.0,1930.0,Moonee Valley,-377.524,1.449.074,Western Metropolitan,9264.0
Essendon,5 Raleigh St,3,h,1290000.0,S,Nelson,28/05/2016,8.0,3040.0,3.0,1.0,2.0,605.0,,,Moonee Valley,-377.541,1.449.265,Western Metropolitan,9264.0
Essendon,15 Wright St,3,h,1045000.0,S,Nelson,28/05/2016,8.0,3040.0,3.0,1.0,1.0,429.0,,,Moonee Valley,-377.453,1.449.183,Western Metropolitan,9264.0
Essendon,38 Alfred Rd,3,h,1290000.0,S,Nelson,28/08/2016,8.0,3040.0,3.0,1.0,1.0,618.0,132.0,1960.0,Moonee Valley,-377.442,1.449.249,Western Metropolitan,9264.0
Essendon,95 Bradshaw St,2,h,953000.0,S,Nelson,28/08/2016,8.0,3040.0,2.0,1.0,1.0,414.0,,,Moonee Valley,-377.466,1.448.941,Western Metropolitan,9264.0
Essendon,118 Buckley St,3,h,1100000.0,PI,Raine,28/08/2016,8.0,3040.0,3.0,1.0,2.0,0.0,700.0,1915.0,Moonee Valley,-377.566,1.449.155,Western Metropolitan,9264.0
Essendon,1/52 Elder Pde,3,u,820000.0,S,Nelson,28/08/2016,8.0,3040.0,3.0,1.0,1.0,0.0,,,Moonee Valley,-37.752,1.449.079,Western Metropolitan,9264.0
Essendon,5 Loeman St,4,h,1270000.0,PI,Nelson,28/08/2016,8.0,3040.0,3.0,2.0,2.0,411.0,266.0,1996.0,Moonee Valley,-37.757,1.449.251,Western Metropolitan,9264.0
Essendon,21 Miller St,3,h,1445000.0,S,Nelson,28/08/2016,8.0,3040.0,3.0,2.0,1.0,400.0,168.0,1910.0,Moonee Valley,-377.542,1.449.117,Western Metropolitan,9264.0
Essendon,33 Ogilvie St,4,h,1113000.0,S,Brad,28/08/2016,8.0,3040.0,3.0,1.0,2.0,533.0,127.0,1950.0,Moonee Valley,-377.509,1.448.922,Western Metropolitan,9264.0
Essendon,4/11 Spencer St,2,u,370000.0,VB,Barry,28/08/2016,8.0,3040.0,2.0,1.0,1.0,0.0,59.0,1960.0,Moonee Valley,-377.482,144.908,Western Metropolitan,9264.0
Essendon,1 Braemar St,3,h,1505000.0,S,Jellis,30/07/2016,8.0,3040.0,3.0,2.0,2.0,625.0,,,Moonee Valley,-377.489,1.449.073,Western Metropolitan,9264.0
Essendon,6/7 Schofield St,2,t,590000.0,S,Brad,30/07/2016,8.0,3040.0,2.0,1.0,1.0,0.0,,1970.0,Moonee Valley,-377.451,1.449.145,Western Metropolitan,9264.0
Essendon North,2/17 Bulla Rd,2,u,396000.0,S,Barry,03/09/2016,9.4,3041.0,2.0,1.0,1.0,0.0,56.0,1975.0,Moonee Valley,-377.428,1.449.086,Western Metropolitan,1308.0
Essendon North,3 Oshannassy St,3,h,1580000.0,S,Barry,04/06/2016,9.4,3041.0,3.0,2.0,2.0,758.0,,,Moonee Valley,-377.401,1.449.013,Western Metropolitan,1308.0
Essendon North,2/10 Oshannassy St,2,u,393000.0,S,Brad,06/08/2016,9.4,3041.0,2.0,1.0,1.0,999.0,,1970.0,Moonee Valley,-377.396,14.490.200.000.000.000,Western Metropolitan,1308.0
Essendon North,4/17 Bulla Rd,1,u,260000.0,S,Brad,10/09/2016,9.4,3041.0,1.0,1.0,1.0,0.0,,,Moonee Valley,-377.428,1.449.086,Western Metropolitan,1308.0
Essendon North,11 Duffy St,3,h,1320000.0,S,Brad,14/05/2016,9.4,3041.0,3.0,1.0,1.0,766.0,,,Moonee Valley,-377.388,1.449.006,Western Metropolitan,1308.0
Essendon North,4/8 Keam St,2,u,450000.0,SP,Barry,14/05/2016,9.4,3041.0,2.0,1.0,1.0,88.0,59.0,1960.0,Moonee Valley,-377.389,1.448.998,Western Metropolitan,1308.0
Essendon North,64 Kerferd St,5,h,1360000.0,S,Nelson,18/03/2017,9.4,3041.0,5.0,3.0,2.0,463.0,196.0,1930.0,Moonee Valley,-377.379,1.449.022,Western Metropolitan,1308.0
Essendon North,1/48 Keilor Rd,2,u,340000.0,SP,Nelson,18/06/2016,9.4,3041.0,2.0,1.0,1.0,0.0,65.0,1960.0,Moonee Valley,-377.433,1.449.074,Western Metropolitan,1308.0
Essendon North,2/31 Greville St,3,u,765000.0,S,Nelson,19/11/2016,9.4,3041.0,3.0,2.0,1.0,0.0,134.0,2002.0,Moonee Valley,-377.364,1.448.977,Western Metropolitan,1308.0
Essendon North,21 Greville St,4,h,1605000.0,S,Barry,22/08/2016,9.4,3041.0,3.0,2.0,2.0,607.0,,1940.0,Moonee Valley,-377.371,1.448.973,Western Metropolitan,1308.0
Essendon North,2/26 Renown St,3,u,712000.0,S,Nelson,22/08/2016,9.4,3041.0,3.0,2.0,2.0,189.0,104.0,2009.0,Moonee Valley,-377.374,1.449.006,Western Metropolitan,1308.0
Essendon North,1 Dudley St,3,h,1425000.0,S,McGrath,25/02/2017,9.4,3041.0,3.0,2.0,2.0,10100.0,,,Moonee Valley,-377.376,1.448.954,Western Metropolitan,1308.0
Fairfield,150 Gillies St,3,h,1250000.0,VB,Jellis,03/09/2016,5.8,3078.0,3.0,2.0,0.0,327.0,144.0,1910.0,Darebin,-377.723,1.450.179,Northern Metropolitan,2970.0
Fairfield,7 Rathmines St,3,h,1350000.0,PI,McGrath,3/12/2016,5.8,3078.0,3.0,1.0,2.0,309.0,110.0,2000.0,Darebin,-377.828,1.450.154,Northern Metropolitan,2970.0
Fairfield,197 Wingrove St,3,h,1125000.0,S,Jellis,04/06/2016,5.8,3078.0,2.0,1.0,2.0,530.0,,,Darebin,-377.788,1.450.203,Northern Metropolitan,2970.0
Fairfield,192 Gillies St,3,h,1064000.0,S,Jellis,06/08/2016,5.8,3078.0,3.0,1.0,1.0,235.0,,1900.0,Darebin,-377.698,1.450.183,Northern Metropolitan,2970.0
Fairfield,229 Rathmines St,2,h,1220000.0,S,Jellis,07/05/2016,5.8,3078.0,2.0,1.0,2.0,537.0,92.0,1950.0,Darebin,-377.689,1.450.177,Northern Metropolitan,2970.0
Fairfield,197 Station St,4,h,1160000.0,PI,Nelson,07/05/2016,5.8,3078.0,4.0,2.0,1.0,381.0,145.0,1890.0,Darebin,-377.735,1.450.192,Northern Metropolitan,2970.0
Fairfield,2/115 Gillies St,2,u,505000.0,PI,Nelson,7/11/2016,5.8,3078.0,2.0,1.0,1.0,0.0,70.0,1970.0,Darebin,-377.755,1.450.178,Northern Metropolitan,2970.0
Fairfield,20/262 Heidelberg Rd,2,u,602000.0,S,Jellis,7/11/2016,5.8,3078.0,2.0,1.0,1.0,0.0,77.0,2013.0,Yarra,-377.845,1.450.105,Northern Metropolitan,2970.0
Fairfield,3/260 Rathmines St,3,t,846000.0,SP,Love,8/10/2016,5.8,3078.0,3.0,1.0,1.0,185.0,107.0,1990.0,Darebin,-377.665,1.450.175,Northern Metropolitan,2970.0
Fairfield,7/223 Station St,2,u,400000.0,VB,Nelson,10/09/2016,5.8,3078.0,2.0,1.0,1.0,0.0,68.0,1970.0,Darebin,-377.719,1.450.195,Northern Metropolitan,2970.0
Fairfield,2/152 Gillies St,2,h,610000.0,S,Thomas,10/12/2016,5.8,3078.0,2.0,1.0,1.0,66.0,,,Darebin,-377.722,1.450.178,Northern Metropolitan,2970.0
Fairfield,7/59 Rathmines St,2,u,445000.0,S,Nelson,10/12/2016,5.8,3078.0,2.0,1.0,1.0,0.0,56.0,1970.0,Darebin,-377.782,1.450.162,Northern Metropolitan,2970.0
Fairfield,3/18 Gillies St,2,u,730000.0,S,Jellis,11/02/2017,5.8,3078.0,2.0,1.0,1.0,116.0,,1985.0,Darebin,-377.818,1.450.161,Northern Metropolitan,2970.0
Fairfield,88 Perry St,4,h,1730000.0,S,Jellis,15/10/2016,5.8,3078.0,4.0,2.0,2.0,490.0,226.0,2007.0,Darebin,-377.749,1.450.242,Northern Metropolitan,2970.0
Fairfield,4/28 Rushall St,2,u,438000.0,S,Harcourts,15/10/2016,5.8,3078.0,2.0,1.0,1.0,0.0,,,Darebin,-377.762,1.450.213,Northern Metropolitan,2970.0
Fairfield,125 Grange Rd,3,h,1700000.0,PI,Jellis,18/03/2017,5.8,3078.0,3.0,2.0,1.0,743.0,,,Darebin,-377.728,145.026,Northern Metropolitan,2970.0
Fairfield,1/72 Rathmines St,2,u,510000.0,S,hockingstuart,18/03/2017,5.8,3078.0,2.0,1.0,1.0,1658.0,68.0,1970.0,Darebin,-377.781,1.450.157,Northern Metropolitan,2970.0
Fairfield,4/10 Station St,1,u,300000.0,VB,Raine,18/03/2017,5.8,3078.0,1.0,1.0,1.0,0.0,,,Yarra,-377.839,1.450.171,Northern Metropolitan,2970.0
Fairfield,139 Christmas St,3,h,750000.0,VB,Barry,18/06/2016,5.8,3078.0,3.0,2.0,1.0,170.0,,,Darebin,-377.674,1.450.209,Northern Metropolitan,2970.0
Fairfield,45 McGregor St,3,h,2350000.0,PI,Collins,18/06/2016,5.8,3078.0,3.0,2.0,4.0,735.0,,1950.0,Darebin,-377.706,1.450.225,Northern Metropolitan,2970.0
Fairfield,52 Rayment St,3,h,1350000.0,VB,Nelson,19/11/2016,5.8,3078.0,3.0,1.0,4.0,553.0,109.0,1930.0,Darebin,-377.728,1.450.214,Northern Metropolitan,2970.0
Fairfield,254 Rathmines St,4,h,2000000.0,VB,Nelson,22/05/2016,5.8,3078.0,4.0,3.0,2.0,575.0,280.0,2015.0,Darebin,-377.671,1.450.176,Northern Metropolitan,2970.0
Fairfield,100 Perry St,2,h,1010000.0,S,Nelson,22/08/2016,5.8,3078.0,2.0,1.0,1.0,285.0,,,Darebin,-37.774,1.450.244,Northern Metropolitan,2970.0
Fairfield,231 Station St,3,h,1065000.0,S,Nelson,23/04/2016,5.8,3078.0,3.0,1.0,2.0,630.0,,1930.0,Darebin,-377.713,1.450.196,Northern Metropolitan,2970.0
Fairfield,4/224 Arthur St,2,t,805000.0,S,McGrath,24/09/2016,5.8,3078.0,2.0,1.0,1.0,140.0,2.0,2008.0,Darebin,-377.697,1.450.203,Northern Metropolitan,2970.0
Fairfield,225 Gillies St,3,h,1055000.0,S,Collins,27/06/2016,5.8,3078.0,3.0,1.0,2.0,382.0,140.0,1950.0,Darebin,-377.696,1.450.188,Northern Metropolitan,2970.0
Fairfield,15/262 Heidelberg Rd,2,u,548000.0,SP,Nelson,27/06/2016,5.8,3078.0,2.0,1.0,1.0,0.0,68.0,2014.0,Yarra,-377.845,1.450.105,Northern Metropolitan,2970.0
Fairfield,189 Rathmines St,3,h,1500000.0,S,McGrath,27/11/2016,5.8,3078.0,3.0,1.0,1.0,0.0,126.0,1910.0,Darebin,-377.714,1.450.173,Northern Metropolitan,2970.0
Fairfield,1/203 Station St,2,u,600000.0,VB,Jellis,27/11/2016,5.8,3078.0,2.0,1.0,2.0,0.0,75.0,1970.0,Darebin,-377.732,1.450.193,Northern Metropolitan,2970.0
